Square_Feet,Bedrooms,Bathrooms,Floors,Year_Built,Location_Rural,Location_Suburbs,Location_Urban,Condition_Fair,Condition_Good,Condition_Poor,Price
0.48924007776942585,-1.1170455606083456,-0.7931603490261302,0.6455446408294312,-0.9884552232353685,False,False,False,False,True,False,497600.0
-0.16334722702431725,-1.1170455606083456,-0.7931603490261302,-0.8988205286189691,0.4680573692304746,False,False,True,False,True,False,373700.0
0.6433945592167667,-0.09598014871771877,0.26863396024579794,-0.8988205286189691,1.0318686953462848,True,False,False,False,True,False,334300.0
1.5426290343262552,0.9250852631729081,1.330428269517726,0.6455446408294312,-0.2836910655906057,True,False,False,False,True,False,383300.0
-0.26269122617927027,-2.138110972498972,-1.8549546582980583,-0.8988205286189691,-1.5522665493511787,False,True,False,False,True,False,261800.0
-0.26269122617927027,1.946150675063535,1.330428269517726,2.1899098102778316,-0.0017854025327005785,False,True,False,False,False,False,494400.0
1.6008651717619173,-1.1170455606083456,-0.7931603490261302,0.6455446408294312,-0.9414709460590509,False,True,False,True,False,False,370900.0
0.7667181443746395,-0.09598014871771877,0.26863396024579794,-0.8988205286189691,0.09218315181993446,False,False,True,False,False,True,357200.0
-0.5041999137801043,0.9250852631729081,0.26863396024579794,-0.8988205286189691,0.5150416464067922,False,False,False,False,False,False,623600.0
0.5354864222036281,0.9250852631729081,1.330428269517726,-0.8988205286189691,0.4210730920541571,True,False,False,True,False,False,285100.0
-0.49906143106519296,0.9250852631729081,1.330428269517726,-0.8988205286189691,0.5150416464067922,False,True,False,False,False,False,471100.0
-0.5007742586368301,0.9250852631729081,1.330428269517726,-0.8988205286189691,0.09218315181993446,True,False,False,False,True,False,282900.0
0.22717745930894634,-0.09598014871771877,0.26863396024579794,-0.8988205286189691,-1.5522665493511787,False,False,True,False,True,False,429900.0
-1.9875085908178511,0.9250852631729081,1.330428269517726,-0.8988205286189691,-0.33067534276692323,False,False,True,True,False,False,268100.0
-1.7939590752228565,-1.1170455606083456,-0.7931603490261302,0.6455446408294312,-0.33067534276692323,False,True,False,True,False,False,205000.0
-0.6001182577917831,0.9250852631729081,0.26863396024579794,0.6455446408294312,-0.7065495601774634,False,False,False,False,True,False,484600.0
-1.0625817021338058,-0.09598014871771877,0.26863396024579794,0.6455446408294312,1.3607586355805075,False,True,False,False,False,False,439200.0
0.30082904488934253,0.9250852631729081,0.26863396024579794,-0.8988205286189691,-1.1763923319406386,False,True,False,False,False,False,500200.0
-0.9546735651206671,-0.09598014871771877,-0.7931603490261302,-0.8988205286189691,-0.0487696797090181,False,False,False,True,False,False,316300.0
-1.4736603193267148,-0.09598014871771877,0.26863396024579794,0.6455446408294312,-0.8944866688827334,False,True,False,True,False,False,220700.0
1.484392896890593,-0.09598014871771877,0.26863396024579794,-0.8988205286189691,0.7499630322883797,False,True,False,True,False,False,455100.0
